Titre,Prénoms auteuricexs,Anciennes catégories,Nouvelles catégories,Langues,ID,Créé le,Modifié le,Noms auteuricexs,Commentaires,Nombre exemplaires
Manifeste d’une femme trans et autres textes,Julia,2,A; A1; B,FR,824,2023-01-04,2023-07-30,SERANO,,2
La bâtarde d’Istanbul,Elif,24,,FR,825,2023-01-04,2023-01-04,SHAFAK,,1
10 minutes et 38 secondes dans ce monde étrange,Elif,24,,FR,826,2023-01-04,2023-01-04,SHAFAK,,1
Crime d’honneur,Elif,24,,FR,827,2023-01-04,2023-01-04,SHAFAK,,2
Assata - Une autobiographie,Assata,22,A; A2; C; U,FR,828,2023-01-04,2023-07-19,SHAKUR,,1
Bodies and barriers – Queer activists on health,Adrian; Rachel L.; Kate,19; 30,A; A1; G; G3; G7,FR,829,2023-01-04,2023-01-11,SHANKER; L. LEVINE; KENDELL,,1
Habiter ma vie – Au-delà des apparences,Caroline,14,,FR,830,2023-01-04,2023-01-04,SHORT,,1
Parle comme un homme et autres textes,Nisi,16; 24,,FR,831,2023-01-04,2023-01-04,SHAWL,NOUVELLES ; SF,1
J’ai peur des hommes,Vivek,2,B,FR,832,2023-01-04,2023-07-30,SHRAYA,,1
El-medina (entre ici et là-bas),Elmedina; Gabrielle,29; 42,L; Q; Q4,FR,833,2023-01-04,2023-01-11,SHURECI; TSCHUMI,,1
Président Thomas Sankara  - Qui était-il ? Première partie,Sandwidi T.,16,C,FR,834,2023-01-04,2023-04-06,SIMPLICE,ZINE,1
Recueil de citations du président Thomas Sankara - Tome 1,Sandwidi T.,16,C,FR,835,2023-01-04,2023-04-06,SIMPLICE,ZINE,1
Silences d’exils,Marina; Nadège,29; 10,,FR,836,2023-01-04,2023-01-04,SKALOVA; ABADIE,A CONSULTER SUR PLACE,1
Des femmes respectables - Classe et genre en milieu populaire,Beverley,38,,FR,837,2023-01-04,2023-01-04,SKEGGS,,1
Sexe et mensonges - La vie sexuelle au Maroc,Leïla,18,,FR,838,2023-01-04,2023-01-04,SLIMANI,,1
Chanson douce,Leïla,24,,FR,839,2023-01-04,2023-01-04,SLIMANI,,2
À mains nues - Tome 1 1900-1921,Leïla; Clément,42,L; U; G,FR,840,2023-01-04,2023-07-30,SLIMANI; OUBRERIE,,1
Peau noire; cheveu crépu - L’histoire d’une aliénation,Juliette,20,A; A2; A2a,FR,841,2023-01-04,2023-01-23,SMÉRALDA,,1
Patti Smith - Les Années 70 Premier écrits,Patti,22,U; W,FR,842,2023-01-04,2023-07-19,SMITH,,1
Swing Time,Zadie,24,,FR,843,2023-01-04,2023-01-04,SMITH,,1
La guerre des tétons 1 : Invasion,Lili,42; 30,L; G; G3,FR,844,2023-01-04,2023-07-26,SOHN,,1
La guerre des tétons 2 : Extermination,Lili,42; 30,L; G:G3,FR,845,2023-01-04,2023-07-26,SOHN,,1
Ces hommes qui m’expliquent la vie,Rebecca,37,A,FR,846,2023-01-04,2023-07-12,SOLINT,,1
Sorcières; salopes; féministes - Une histoire de la femme libérée,Kristen J.,39,,FR,847,2023-01-04,2023-01-04,SOLLÉE,,1
Sorrowland,Rivers,24,J,FR,848,2023-01-04,2023-01-11,SOLOMON,,1
La femme nue,Armonía,24,,FR,849,2023-01-04,2023-01-04,SOMERS,,1
Joséphine Baker,Agathe; Maria Isabel,41,M,FR,850,2023-01-04,2023-01-11,SORLET; SANCHEZ VEGARA,,1
Le Jujubier du patriarche,Aminata,24,,FR,851,2023-01-04,2023-01-04,SOW FALL,,1
Sea; sexisme and sun – Chroniques du sexisme ordinaire,Marine,42,L,FR,852,2023-01-04,2023-07-30,SPAAK,,1
Comment s’organiser ? - Manuel pour l'action collective,,21,P,FR,853,2023-01-04,2023-01-11,STARHAWK,,2
Les en-dehors - Anarchistes individualistes et illégalistes à la “Belle époque”,Anne,25,,FR,854,2023-01-04,2023-01-04,STEINER,,1
La couleur des sentiments,Kathryn,24,,FR,855,2023-01-04,2023-01-04,STOCKETT,,1
I’m every woman,Liv,42,L,FR,856,2023-01-04,2023-07-30,STROMQUIST,,2
Grandeur et décadence - Sous le signe noir de Rackham,Liv,42,,FR,857,2023-01-04,2023-01-04,STROMQUIST,,1
La rose la plus rouge s’épanouit,Liv,42,L,FR,858,2023-01-04,2023-07-30,STROMQUIST,,1
Les hôtes,Anne-Sophie,10,J,FR,859,2023-01-04,2023-10-25,SUBILIA,NOUVELLES ; PIVE (PAULETTE),1
Qui-vive,Anne-Sophie,24,J,FR,860,2023-01-04,2023-10-25,SUBILIA,NOUVELLES ; PIVE (PAULETTE),1
TDS – Témoignages de travailleuses et travailleurs du sexe,,4,O; O1,FR,861,2023-01-04,2023-01-11,TAN,,1
Féminismes arabes: un siècle de combat - Les cas du Maroc et de la Tunisie,Leïla,20,A; A2; A2d,FR,862,2023-01-04,2023-01-23,TAUIL,catégorie musulman/arabe,1
Hellsegga -  Une descente écoféministe dans le maelström,Sandrine,39,,FR,863,2023-01-04,2023-01-04,TEIXIDO,,1
Race – Histoires orales d’une obsession américaine,Studs,16,C; U,FR,864,2023-01-04,2023-04-06,TERKEL,,1
l’effondrement comme métamorphose,Corinne Morel-Darleux,23,Z,FR,865,2023-01-04,2023-01-11,TERRESTRES,,1
Défendre la part sauvage du monde,Virginie Maris,23,Z,FR,866,2023-01-04,2023-01-11,TERRESTRES,,1
Suivre la forêt. Une entente terrestre de l’action politique,Lena Balaud; Antoine Chopot,23,Z,FR,867,2023-01-04,2023-01-11,TERRESTRES,,1
Les fossoyeuses,Taina,24,J,FR,868,2023-01-04,2023-01-11,TERVONEN,,1
Tête haute,TÊTE HAUTE,15,A; A4,FR,869,2023-01-04,2023-01-11,COLLECTIF,,2
Vertus du polyamour - La magie des amours multiples,Yves-Alexandre,33,,FR,870,2023-01-04,2023-01-04,THALMANN,,1
Rupture anarchiste et trahison pro-féministe - Écrits et échanges de Léo Thiers-Vidal,Léo,25,,FR,871,2023-01-04,2023-01-04,THIERS-VIDAL,,2
Ceci est mon sang – Petite histoire des règles; de celles qui les ont et de ceux qui les font,Élise,40,,FR,872,2023-01-04,2023-01-04,THIÉBAUT,,3
La reine scélérate - Marie Antoinette dans les pamphlets,Chantal,22,U; A,FR,873,2023-01-04,2023-07-19,THOMAS,,1
Le jardin de verre,Tatiana,24,,FR,874,2023-01-04,2023-01-04,TÎBULEAC,,1
Le renard emprivoisé,Marie; Rebecca,26; 41; 42,H; H2; R,FR,875,2023-01-04,2023-01-11,TIBI; ROMEO,,1
Épanouie avec ou sans enfant,Isabelle,40,,FR,876,2023-01-04,2023-01-04,TILMANT,,1
N°3 (septembre 2010),,23,Z,FR,877,2023-01-04,2023-01-11,TIMULT,,2
N°8 (septembre 2014),,23,Z,FR,878,2023-01-04,2023-01-11,TIMULT,,3
N°10 (mars 2018),,23,Z,FR,879,2023-01-04,2023-01-11,TIMULT,,1
N°4 (avril 2011),,23,Z,FR,880,2023-01-04,2023-01-11,TIMULT,,2
N°6 (septembre 2012),,23,Z,FR,881,2023-01-04,2023-01-11,TIMULT,,3
N°9 (mars 2016),,23,Z,FR,882,2023-01-04,2023-01-11,TIMULT,,1
On n’a que deux vies – Journal d’un transboy,Adel,2,B,FR,883,2023-01-04,2023-07-30,TINCELIN,,1
Le genre du chômage,Carola,27,,FR,884,2023-01-04,2023-01-04,TOGNI,ARCHIVES ?,1
Pornoterrorisme,Diana J.,18,,FR,885,2023-01-04,2023-01-04,TORRES,,1
Le combat Adama,Assa; Geoffroy,13,Q; Q3,FR,886,2023-01-04,2023-01-18,TRAORÉ; DE LAGASNERIE,,1
Lettre à Adama,Assa; Elsa,13,Q; Q3,FR,887,2023-01-04,2023-01-18,TRAORÉ; VIGOUREUX,,1
Le coeur sur la table,Victoire,37,A; A6; F,FR,888,2023-01-04,2023-07-12,TUAILLON,,1
Les couilles sur la table,Victoire,37,A,FR,889,2023-01-04,2023-07-12,TUAILLON,,1
Le jardin de verre,Tatiana,24,,FR,890,2023-01-04,2023-01-04,TÎBULEAC,,1
L’une d’elles,,15,L; U,FR,891,2023-01-04,2023-07-12,UNA,violences sexuelles,1
Les Bâtardes,Arelis,24,,FR,892,2023-01-04,2023-01-04,URIBE,,1
Louves de mer,Zoé,24,,FR,893,2023-01-04,2023-01-04,VALDES,,1
Dryades,Tiffanie,42,L,FR,894,2023-01-04,2023-07-30,VANDE GHISTE,,1
L’herbier sauvage,Fabien; David,18,,FR,895,2023-01-04,2023-01-04,VEHLMANN; PRUDHOMME,,1
Vilaines filles – Les travailleuses du sexe; les clientes et la journaliste,Pauline,4,,FR,896,2023-01-04,2023-01-04,VERDUZIER,,1
Une théorie féministe de la violence - pour une politique antiraciste de la protection,Francoise,32,A; A2; Q; Q1,FR,897,2023-01-04,2023-07-12,VERGES,,1
Mille traverses,Loretta,24,,FR,898,2023-01-04,2023-01-04,VERNA,,1
Écologie; individualisme et course au bonheur,Aude,39,,FR,899,2023-01-04,2023-01-04,VIDAL,,1
Le langage inclusif : pourquoi; comment ? Petit précis historique et pratique,Éliane; Raphaël; Chloé,31,A; Z,FR,900,2023-01-04,2023-01-16,VIENNOT; HADDAD; SEBAGH,,1
Little Joséphine,Valérie; Raphaël,42,L; G,FR,901,2023-01-04,2023-07-30,VILLIEU; SARFATI,,1
Aller à la rivière,Luz,10,K,FR,902,2023-01-04,2023-01-11,VOLCKMANN,,1
Accouchement et douleur - Une étude sociologique,Marilène,40,,FR,903,2023-01-04,2023-01-04,VUILLE,,1
Du bout des doigts,Sarah,24,,FR,904,2023-01-04,2023-01-04,WATERS,,2
Derrière la porte,Sarah,24,,FR,905,2023-01-04,2023-01-04,WATERS,,1
Intercheddar,Noémie,42,,FR,906,2023-01-04,2023-01-04,WEBER,,1
Le trèfle de vie – Recueil de plantes médicinales au fil de la grossesse,Susun S.,1,,FR,907,2023-01-04,2023-01-04,WEED,,1
La pesanteur et la grâce,Simone,24,,FR,908,2023-01-04,2023-01-04,WEIL,,1
Poney flottant,Isabelle,24,,FR,909,2023-01-04,2023-01-04,WÉRY,,1
Kermesse au Paradis,Birgit,42; 22,L; U,FR,910,2023-01-04,2023-07-19,WEYHE,,1
Pourquoi être heureux quand on peut être normal ?,Jeanette,24,,FR,911,2023-01-04,2023-01-04,WINTERSON,,1
La promenade au phare,Virginia,24,,FR,913,2023-01-04,2023-01-04,WOOLF,,1
Une chambre à soi,Virginia,24,J,FR,914,2023-01-04,2023-01-11,WOOLF,,1
Darling days,iO Tillett,22,U; B,FR,915,2023-01-04,2023-07-19,WRIGHT,,1
The fat zine by fat people for fat people + those that care,Chloe; Gina,6,,FR,916,2023-01-04,2023-01-04,X; Toniv,ZINE,1
Les folles d’enfer de la salpêtrière,Mâkhi,14,,FR,917,2023-01-04,2023-01-04,XENAKIS,,1
Les mots et les femmes - Essai d’approche socio-linguistique de la condition féminine,Marina,31,A; Z,FR,919,2023-01-04,2023-01-16,YAGUELLO,ESSAI,1
Sweet Lovin’ Baby,Ebine,42,L; E; E4,FR,920,2023-01-04,2023-07-30,YAMAJI,,1
19 femmes,Samar,36,A; U,FR,921,2023-01-04,2023-04-06,YAZBEK,,1
Des balles et de l’opium,Liao,13,Q; Q3,FR,922,2023-01-04,2023-02-08,YIWU,,1
Feux,Marguerite,24,,FR,923,2023-01-04,2023-01-04,YOURCENAR,,1
Moi; Malala; je lutte pour l’éducation et je résiste aux talibans,Malala,22,U; H; H2; A; A4,FR,924,2023-01-04,2023-07-19,YOUSAFZAI,,1
Non; c’est non – Petit manuel d’autodéfense à l’usage de toutes les femmes qui en ont marre de se faire emmerder sans rien dire,Irène,15,,FR,925,2023-01-04,2023-01-04,ZEILINGER,,1
Kobane calling,,36; 42,L; Q; Q4,FR,926,2023-01-04,2023-01-11,ZERO CALCARE,,1
Des hommes entre les murs – Comment la prison façonne la vie des Palestiniens,Assia,13,Q,FR,927,2023-01-04,2023-01-18,ZAINO,,1
Handi – gang,Cara,14; 24,J; N; N1,FR,928,2023-01-04,2023-01-11,ZINA,,1
Mémoires d’elles,Yvette,22,U,FR,929,2023-01-04,2023-07-19,Z’GRAGGEN,,1
Mbéla et la kora magique,Lucile,41,H; H2,FR,930,2023-01-04,2023-01-11,ÉBOKÉA; PLACIN,,1
New York K.O.,Céline,24,J,FR,931,2023-01-04,2023-10-25,ZUFFEREY,NOUVELLES ; PIVE (PAULETTE),1
Féminismes islamiques,Zahra,20,A; A2; A2d,FR,932,2023-01-04,2023-01-23,ALI,,2
I am not your negro,James; Raul,16,C,FR,933,2023-01-04,2023-04-06,BALDWIN ; PECK,,1
Ça ne valait pas la peine; mais ça valait le coup -  26 lettres contre la prison choisies par l’Envolée,Hafed,13,Q; Q1,FR,934,2023-01-04,2023-01-16,BENOTMAN,,1
Moi; la grosse,Matteo,6; 24,,FR,935,2023-01-04,2023-01-04,CELLINI,,1
La fabrique de la ménopause,Cécile,40,,FR,936,2023-01-04,2023-01-04,CHARLAP,,1
Éducation populaire & féminisme : Récit d’un combat (trop) ordinaire,,12,,FR,938,2023-01-04,2023-01-04,COLLECTIF,,1
Mon corps est un champ de bataille - Analyses et témoignages - tome 1,Collectif et Carla Rice,6,,FR,939,2023-01-04,2023-01-04,COLLECTIF,,1
Journal d’une femme noire,Kathleen,20,A; A2; A2a,FR,940,2023-01-04,2023-01-23,COLLINS,,1
Révolution sexuelle et Mouvement de libération des femmes à Genève (1970-1997),Julie,27,,FR,941,2023-01-04,2023-01-04,DE DARDEL,,1
Le Livre noir de la gynécologie,Mélanie,40,,FR,942,2023-01-04,2023-01-04,DÉCHALOTTE,,1
Le Livre noir de la gynécologie,Mélanie,40,,FR,943,2023-01-04,2023-01-04,DÉCHALOTTE,,1
Peau noire; masques blancs,Frantz,16,C,FR,944,2023-01-04,2023-04-06,FANON,ESSAI,1
No home,Yaa,16; 24,,FR,945,2023-01-04,2023-01-04,GYASI,,2
Le livre des reines,Joumana,24,,FR,946,2023-01-04,2023-01-04,HADDAD,,1
Le cri du petit chaperon rouge,Beate Teresa,15,J; H; H5,FR,947,2023-01-04,2023-07-12,HANIKA,,1
Moi qui n’ai pas connu les hommes,Jacqueline,24,,FR,948,2023-01-04,2023-01-04,HARPMAN,,1
Un mariage américain,Tayari,24,,FR,949,2023-01-04,2023-01-04,JONES,,1
Paradis,A.L.,24,,FR,950,2023-01-04,2023-01-04,KENNEDY,,1
Tu ressembles à une juive,Cloé,16,C; Z,FR,951,2023-01-04,2023-04-06,KORMAN,antisémitisme,1
Pipes de terre et pipes de porcelaine - Souvenirs d’une femme de chambre en Suisse Romande 1920-1940,Madeleine,22,U,FR,952,2023-01-04,2023-07-19,LAMOUILLE,,1
Sans peau,Pierre,24,,FR,953,2023-01-04,2023-01-04,LEPORI,,1
Tout le monde parle de la pluie et du beau temps. Pas nous,Ulrike,22,U,FR,954,2023-01-04,2023-07-19,MEINHOF,anarchisme,1
Des vies d’oiseaux,Véronique,24,,FR,955,2023-01-04,2023-01-04,OVALDE,,1
Ne neige-t-il pas aussi blanc chaque hiver ?,Silvia,24,,FR,956,2023-01-04,2023-01-04,RICCI LEMPEN,,1
Un sang d’aquarelle,Françoise,24,,FR,958,2023-01-04,2023-01-04,SAGAN,,1
Les amies de Bernhard,Annemarie,24,,FR,959,2023-01-04,2023-01-04,SCHWARZENBACH,,1
Nouvelle lyrique,Annemarie,24,,FR,960,2023-01-04,2023-01-04,SCHWARZENBACH,,1
Voir une femme,Annemarie,24,,FR,961,2023-01-04,2023-01-04,SCHWARZENBACH,,1
Chroniques altermondialistes - Tisser la toile du soulèvement global,,,,FR,962,2023-01-04,2023-01-04,STARHAWK,,1
Velue,,42,L,FR,963,2023-01-04,2023-07-30,TANX,,1
Dirty week-end,Helen,24,,FR,964,2023-01-04,2023-01-04,ZAHAVI,,2
Mon port de Beyrouth : C’est une malédiction; ton pauvre pays !,Lamia,22,U,FR,965,2023-01-04,2023-07-19,ZIADÉ,,1
Dictionnaire bilingue L.S.F.;Français,,17,Z; N; N1,LSF; FR,966,2023-01-04,2023-01-16,COLLECTIF,,1
La licorne noire – The Black Unicorn,Audre,10; 20,K; K2,FR; EN,967,2023-01-04,2023-01-11,LORDE,,1
Prostitution coloniale et post-coloniale,,4; 16; 20,,FR; EN,968,2023-01-04,2023-01-11,COLLECTIF,,1
Femmes et Citoyenneté*,NAQD Revue d’études et de critique sociale,20,A; A2,FR; AR,969,2023-01-04,2023-01-23,COLLECTIF,,1
Cours petite fille ! - #METOO #TIMESUP #NOSHAMEFIST,Samuel; Delphine,15,A; A5,AR; FR,970,2023-01-04,2023-07-12,LEQUETTE (dir.); LE VERGOS (dir.),violences sexuelles? techonologie (réseau sociaux),1
Fatema Mernissi et la pensée féministe au Maghreb,Fatiha; Rachida,20,A; A2,FR; AR,971,2023-01-04,2023-01-23,TALAHITE; ENNAIFER (co.),,1
Bois profonds,Raphaële; Amélie,10,K,AR; FR,972,2023-01-04,2023-01-11,FRIER; JACKOWSKI,,1
Les herbes folles,Angélique; Eugénie,10,,AR; FR,973,2023-01-04,2023-01-11,VILLENEUVE; RAMBAUD,,1
FemInfo - la revue féministe avec une perspective féministe - Pratiques relationnelles; Beziehungspraktiken 59;2021,,23,,DE; EN; FR,974,2023-01-04,2023-01-11,COLLECTIF,,2
FemInfo - la revue féministe avec une perspective féministe - Corps; Körper 60;2022,,23,,DE; EN; FR,975,2023-01-04,2023-01-11,COLLECTIF,,2
Usure Presse,,23,Z,EN; FR,976,2023-01-04,2023-01-11,COLLECTIF,,1
Dictionnaire – La langue des signes - mots et expressions illustrés,,17,Z; N; N1,LSF; FR,977,2023-01-04,2023-01-16,COLLECTIF,,1
La società degenerata - teoria e pratica anarcoqueer,Alex,26; 19,A; A1,IT,979,2023-01-04,2023-01-25,B.,,1
Poemi dalla Negritudine,A.; L.-G.; B.; D.; L. S.,16; 10,,IT,980,2023-01-04,2023-01-04,CÉSAIRE; DAMAS; DIOP; DIOP; RABEARIVELO; SENGHOR,,1
Baci d’onore et non d’amore,Gabriella,10,,IT,981,2023-01-04,2023-01-04,DE FINA,,1
A seguito del 14° incontro per la liberazione animale e della terra,Libro,26,R; R1,IT,982,2023-01-04,2023-01-11,COLLECTIF,,1
Crescono Fiori – Haiku per Palermo,Anna,10,,IT,983,2023-01-04,2023-01-04,PROVENZANO,,1
Terras de Palavras - Contos,Organização de Fernanda Felisberto,20,A; A2,PT,984,2023-01-04,2023-01-23,COLLECTIF,,1
La bal des folles,Victoria,14,N; N2,FR,985,2023-01-04,2023-01-11,MAS,,1
Désobéir au sexisme,Les désobéissants,25,,FR,986,2023-01-04,2025-02-12,COLLECTIF,,1
My first Rosa Parks,Lisabeth; Marta,41,,EN,987,2023-01-04,2024-03-18,Kaiser; Antelo,,1
My first Marie Curie,Ma Isabel; Frau,41,,EN,988,2023-01-04,2024-03-18,Sánchez Vegara; Isa,,1
Genderflou,Tamos,42; 19,B; L,FR,989,2023-01-12,2023-01-18,Le Thermos,,2
Queenie - La marraine de Harlem,Elizabeth; Aurélie,42,L; C; U,FR,990,2023-01-13,2023-01-13,COLOMBA; LEVY,,1
Cuisson au feu de bois,,19; 24,J; Z,FR,991,2023-01-13,2023-01-13,COLLECTIF,nouvelles écrites par des autericexes suisses romandexes,1
Nos corps nos fiertés,,19,E,FR,992,2023-01-13,2023-01-13,COLLECTIF,,1
"Queer Japan - Personal stories of japanese lesbians, gays, transsexuals and bisexuals",Barbara; Cheiron; Darren,19,E; E4,EN,993,2023-01-13,2023-01-25,"SUMMERHAWK, MCMAHILL; MCDONALD",,1
Trans - des existences frontalières,Michel; Mélanie,19,B,FR,994,2023-01-13,2023-01-13,AGIER; GOURARIER (coord.),,1
Queer - A graphic history,Meg-John; Julia,19,A; A1; L,EN,995,2023-01-13,2023-01-25,BARKER; SCHEELE,,
Ecologies déviantes - voyages en terres queers,Cy,19; 39,A; A1; A3; S,FR,996,2023-01-13,2023-01-13,LECERF MAULPOIX,,1
Queering anarchism - addressing and undressing power and desire,C;B;J; Deric; Abbey,19,A; A1; B; E; E4; E6; N; Q; Q1,EN,997,2023-01-13,2023-01-25,"DARING; ROGUE; SHANNON, VOLCANO",,1
Gender language and myths - essays on popular narrative,,17,Z,EN,998,2023-01-16,2023-01-25,COLLECTIF,,1
Ni fous ni morts - prisonniers politiques sous la dictature argentine - Coronda 1974-1979,El periscopio,13,Q; Q1,FR,999,2023-01-16,2023-01-16,COLLECTIF,,1
Brique par brique - se battre contre la prison et son monde (Belgique 2006-2011),,13,Q; Q1,FR,1000,2023-01-16,2023-01-16,COLLECTIF,,1
Etreins-toi - Hold your own,Kae,10,K; K2,FR; EN,1001,2023-01-18,2023-01-25,Tempest,,1
Corps trans - corps queer,Karine; Maud-Yeuse; Arnaud,2,A; A1; B,FR,1002,2023-01-18,2023-02-08,ESPINERA;THOMAS;ALESSANDRIN,,1
Ce qu'elles disent,Miriam,24; 15,J; A; A4,FR,1003,2023-01-18,2023-01-18,TOEWS,,1
Sororité,,21,A,FR,1004,2023-01-18,2023-01-18,COLLECTIF,,1
Crimes et peines - penser l'abolitionnisme pénal,Gwenola; Nils; Louk;Ruth,13,Q; Q1; Q5,FR,1005,2023-01-18,2023-01-18,RICORDEAU; CHRISTIE; HULSMAN;MORRIS,,1
Nous ne regarderons pas ailleurs -  Récits et impressions - Quatrième procès de Pinar Selek; suivi de Lettre ouverte à Frédérique Vida,Anne,13,Q; Q1,FR,1006,2023-01-18,2023-01-18,MONTEIL-BAUER,,1
Volcaniques - une anthologie du plaisir - Nouvelles,LEONORA,18; 24,E; J,FR,1007,2023-01-18,2023-01-18,Miano (dir.),,1
La Boîte noire,Shiori,15; 22,A; A4; U,FR,1008,2023-01-18,2023-01-18,ITO,,1
"101 alternatives to suicide for teens, freaks and other outlaws",Kate,14,N,EN,1009,2023-01-18,2023-01-25,Kate,,1
Nous sommes encore en vie - Notes sur le système australien de détention des migrants,Ahmed,13; 16; 29; 42,C; L; Q; Q1; Q4,FR,1010,2023-01-18,2023-01-18,SAFDAR,,1
Mésaventures d'une meuf noire maladroite,Issa,22,U; C,FR,1011,2023-01-18,2023-07-19,Rae,,1
Noire n'est pas mon métier,,20,A; A2; A2a,FR,1012,2023-01-23,2025-02-12,COLLECTIF,,1
Qu'est-ce que l'intersectionnalité?,Myriam; Emmanuelle; Sandeep,20,A,FR,1013,2023-01-23,2023-01-23,Boussahba; Delanoë; Bakshi,,1
Femmes d'Afrique et des Antilles en Suisse,Cikuru,20,A; A2,FR,1014,2023-01-23,2023-01-23,Batumike,,
Une lutte sans trêve,Angela,20,A; A2,FR,1015,2023-01-23,2023-01-23,Davis,,1
L'insolente,,20,A; A2,,1016,2023-01-23,2024-03-18,Guillaume,A2d si d=arabe et non musulman,
It's not about the burqa,Mariam,20,A; A2; A2d,EN,1017,2023-01-23,2023-01-23,Khan,,1
Your silence will not protect you,Audre,20; 16; 10,A; A2,EN,1018,2023-01-23,2023-01-23,Lorde,,1
Au nom des femmes - Fémonationalisme les instrumentalisations racistes du féminisme,Sara R.,20,A; A2; A2d; C,FR,1019,2023-01-23,2023-01-23,Farris,,1
Women of color and feminism,MAYTHEE,20,A; A2; A2a,EN,1020,2023-01-23,2023-01-23,Rojas,,1
Le ventre des femmes,Françoise,20; 40; 29,G; G7; C,FR,1021,2023-01-23,2023-01-23,Vergès,,1
Un féminisme décolonial,Françoise,20,A; A2,FR,1022,2023-01-23,2023-01-23,Vergès,,1
Against white feminism,RAFIA,20,A; A2,EN,1023,2023-01-23,2023-01-23,ZAKARIA,,1
The ABC's of LGBT+,Ashley,19,E; E4; F; Z,EN,1024,2023-01-25,2023-01-25,MARDELL,,1
Les cahiers du crocodiles,Qiu,19; 24,J; F,FR,1025,2023-01-25,2023-01-25,MIAOJIN,,
Black on both sides - A racial history of trans identity,C.,2,B,EN,1026,2023-01-25,2023-01-25,RILEY SNORTON,,1
La Mostruositrans - per un'alleanza transfemminista fra le creature mostre,Filo,2,A; A1,IT,1027,2023-01-25,2023-01-25,SOTTILE,,1
Les fugitives - vivre ou mourir en Arabie saoudite,Hélène,29,Q; Q3,FR,1028,2023-01-25,2023-01-25,COUTARD,,1
La parabole du semeur,Octavia E,24,J; J1,FR,1029,2023-02-08,2023-02-08,BUTLER,,1
La parabole des talents,Octavia E,24,J; J1,FR,1030,2023-02-08,2023-02-08,BUTLER,,1
Tout le monde peut être féministe,bell,20; 15; 5; 33,a; A2a; F; E,FR,1031,2023-02-08,2023-02-08,hooks,nous avons une version espagnole,1
Difficult women,Roxane,24,J,FR,1032,2023-02-09,2023-02-09,GAY,,1
Subtil Béton,Les aggloméré.e.s,24,J,FR,1033,2023-02-09,2023-02-09,COLLECTIF,,1
Communion - Aimer en féministes,bell,20; 33,F; A,FR,1034,2023-02-09,2023-02-09,hooks,,1
La vie en noir - comment vivre dans une société blanche,Guilaine,14; 16,A; A2; G,FR,1035,2023-02-09,2023-02-09,KINOYANI,,1
The dangers of smoking in bed,Mariana,24,J,EN,1036,2023-02-09,2023-02-09,ENRIQUEZ,,1
Fruits de la colère - Embras(s)er nos débordements,Lucile; Douce; Fatima; Pauline,32; 10; 22,A; U; K; K2; F,FR,1037,2023-02-09,2023-02-09,BELLAN; DIBONDO; OUASSAK; HARMANGE (dir.); KIYEMIS,,1
Des paillettes sur le compost - Ecoféminismes au quotidien,Myriam,20; 39,A; A2; A3,FR,1038,2023-02-09,2023-02-09,BAHAFFOU,,1
"Terres frontalières, La Frontera, La nouvelle mestiza",Gloria,20,A; A2,FR; ES,1039,2023-02-09,2023-02-09,ANZALDUA,,1
White tears/Brown scars - How white feminism betrays women of color,Ruby,16; 20,A; A2; C,EN,1040,2023-02-09,2023-02-09,HAMAD,,1
Qu'on leur donne le chaos - Let them eat chaos,Kae,10,K; K2,FR; EN,1041,2023-02-09,2023-02-09,Tempest,,1
The bandit queens,Parini,24,J,EN,1042,2023-02-09,2023-02-09,SHROFF,,1
Un livre à soi,Charlotte,21; 20; 15; 5,Z,FR,1043,2023-02-09,2023-02-09,BIENAIME,,1
Le prénom a été modifié,Perrine,15,U; Z,FR,1044,2023-02-09,2023-07-12,Le Querrec,violences sexuelles?,1
Fiévreuse prébéienne,Elodie,10; 31,K; K2,FR,1045,2023-02-09,2023-02-09,PETIT,,1
Le commerce des allongés,Alain,24,J,FR,1046,2023-02-09,2023-02-09,MABANCKOU,,1
Récitatif,Toni,24,J,FR,1047,2023-02-09,2023-02-09,MORRISON,nous avons l'exemplaire en anglais,1
Je suis un homme trans,Léo,2,B,FR,1048,2023-02-09,2023-02-09,CÔME,,1
Nous sans l'Etat,Yasyana Elena,20; 25,A; A2; C,FR,1049,2023-02-09,2023-02-09,AGUILAR GIL,,1
WE have always been here - A queer muslim memoir,Samra,19; 22; 16,A; A1; A2; U,EN,1050,2023-02-09,2023-02-09,HABIB,,1
Africa is not a country - breaking stereotypes of modern Africa,Dipo,16,C,EN,1051,2023-02-09,2023-02-09,FALOYIN,,1
Open Water,Caleb Azumah,24,J,FR,1052,2023-02-09,2023-02-09,NELSON,,1
Je suis votre pire cauchemar,,6; 20,E; E3; A; A2,FR,1053,2023-02-09,2023-02-09,KIYEMIS,,1
Ne jamais couler,Marie,6; 42,E; E3; L,FR,1054,2023-02-09,2023-02-09,DE BRAUER; LUCYMACARONI,,1
Le Castor - fanzine féministe et LGBTQIAP+ N°2 spécial poésie,,23; 10,K; K2; T,FR; EN,1055,2023-02-09,2023-02-09,COLLECTIF,,1
LE CASTOR - Spécial BD - N°3,,23; 42,L; T,FR,1056,2023-02-09,2023-02-09,COLLECTIF,,1
Palestine Info -été 2022,,23; 36,T; Q; Q3,FR,1057,2023-02-09,2023-02-09,COLLECTIF,,1
The body Issue n° 1,femalephotographers.org,11,W,EN,1058,2023-02-09,2023-04-06,COLLECTIF,,1
