Titre,Prénoms auteuricexs,Anciennes catégories,Nouvelles catégories,Langues,ID,Créé le,Modifié le,Noms auteuricexs,Commentaires,Nombre exemplaires
Der scharlachrote Gesang,Mariama,24,,DE,1,2023-01-04,2023-01-04,BÂ,,1
Das Diaphragma - Ein sichere Alternative,FFGZ,40,,DE,3,2023-01-04,2023-01-04,COLLECTIF,,1
Unterden Mangroven,Maryse,24,,DE,4,2023-01-04,2023-01-04,CONDÉ,,1
WahnsinnsFrauen,Sibylle; Luise F.,14,,DE,5,2023-01-04,2023-01-04,DUDA; PUSH,,1
Kassandra-Rufe,Ursula,14,,DE,6,2023-01-04,2023-01-04,EGGLI,,1
Hildegard von Bingen - Nonne und Genie,Christian,22,U,DE,7,2023-01-04,2023-07-19,FELDMANN,on garde?,1
Achtung Mädchen : Fur ein sexismusfreis Bildungswesen,Margrith Von; Rosmarie; Ulrike; Ingrid; Hannah,12,,DE,8,2023-01-04,2023-01-04,FELTEN; FREY; PITTNER; RUSTERHOLTZ; WICKI,,1
Ich weinte nicht als vater starb,Iris,15,H; H5; U,DE,9,2023-01-04,2023-07-12,GALEY,,1
Starker als ihr denkt - Ein Kapitel verschwiegener Geschichte,Karin; Annemarie,24,,DE,10,2023-01-04,2023-01-04,GRÜTTER; RYTER,,1
Zeïda,Leïla,24,,DE,11,2023-01-04,2023-01-04,HOUARI,,1
Lesben Komisch,Andrea,42,L; E; E4,DE,13,2023-01-04,2023-07-26,KELLER,,1
Randalierende Lehrerinnen; der basler lehrerinnenstreik vom 3. februar 59,Ursa,27,,DE,14,2023-01-04,2023-01-04,KRATTIGER (ed.),,1
Karlas Umweg,Hera,24,,DE,15,2023-01-04,2023-01-04,LIND,,1
AnarchaFeminismus – Auf den Spuren einer Utopie,Silke,25,,DE,16,2023-01-04,2023-01-04,LOHSCHELDER,,1
Im Dunkel Spielen – Weisse kultur und literarische imagination,Toni,24,J,DE,17,2023-01-04,2023-01-11,MORRISON,ESSAI,1
Homosexuelle Manner im KY Sachsenhausen,Joachim; Andreas,19,Q,DE,18,2023-01-04,2023-01-25,MULLER; STERNWEILER,,1
Alle Menschen werden Schwestern,Luise F.,31,A,DE,19,2023-01-04,2023-01-16,PUSCH,,1
Das Deustsche als Männersprache,Luise F.,31,Z,DE,20,2023-01-04,2023-01-16,PUSCH,,1
Frauen und Krebs – Vom Umgang mit einer Krankheit,Sabine,30,G; G3,DE,21,2023-01-04,2023-07-26,ROHLFS,on garde?,1
Myome,Karin,30,G; G3,DE,22,2023-01-04,2023-07-26,SCHÖNIG,on garde?,1
Unerhörte Stimmen,Elif,24,,DE,23,2023-01-04,2023-01-04,SHAFAK,,1
Die Farbe Lila,Alice,24,,DE,24,2023-01-04,2023-01-04,WALKER,,1
Grund zur Aufregung,Gabriele,10,,DE,25,2023-01-04,2023-01-04,WOHMANN,,1
Mrs Dalloway,Virginia,24,,DE,26,2023-01-04,2023-01-04,WOOLF,,1
Orlando,Virginia,24,,DE,27,2023-01-04,2023-01-04,WOOLF,,1
N°6 juillet 2020,Fiasko,23,C; Q; Q4,DE; EN; ES; FR,28,2023-01-04,2023-01-11,COLLECTIF,,1
I Know Why the Caged Bird Sings,Maya,22,U,EN,29,2023-01-04,2024-10-09,ANGELOU,,1
A quick & easy guide to sex & disability,A.,14,E; E5,EN,30,2023-01-04,2023-01-11,ANDREWS,A CONSULTER SUR PLACE,1
Evasion,,25,,EN,31,2023-01-04,2023-01-04,ANONYME,,1
Expect resistance,,25,,EN,32,2023-01-04,2023-01-04,ANONYME,,1
Work - Capitalism; economics; resistance,,25,,EN,33,2023-01-04,2023-01-04,ANONYME,,1
Days of war nights of love - Crimethink for beginners,,31,Z,EN,34,2023-01-04,2023-01-16,ANONYME,,1
The Blind Assassin,Margaret,24,,EN,35,2023-01-04,2023-01-04,ATWOOD,,1
Sexuality - A graphic guide,Meg-John; Jules,18,E; E4,EN,36,2023-01-04,2023-01-11,BARKER; SCHEELE,,1
Dykes to watch out for - Hot; Throbbing,Alison,42,,EN,37,2023-01-04,2023-01-04,BECHDEL,,1
Dykes to watch out for – Great romances that never were !,Alison,42,L; E; E4,EN,38,2023-01-04,2023-07-26,BECHDEL,,1
Dykes to watch out for – More,Alison,42,L; E; E4,EN,39,2023-01-04,2023-07-26,BECHDEL,,1
Dykes to watch out for – The Sequel - Added Attraction ! ''Serial Monogamy'' - A Documentary,Alison,42,L; E; E4,EN,41,2023-01-04,2023-07-26,BECHDEL,,1
Dykes to watch out for – Unnatural,Alison,42,L; E; E4,EN,42,2023-01-04,2023-07-26,BECHDEL,,1
¡Chicana Power! - Contested histories of feminism in the Chicana movement,Maylei,20,A; A2; A2c,EN,43,2023-01-04,2023-01-23,BLACKWELl,,1
Gender Outlaw - On men; women and the rest of us,Kate,2,A; A1,EN,44,2023-01-04,2023-07-30,BORNSTEIN,,1
Egalia’s daughters – A satire of the sexes,Gerd,24,,EN,45,2023-01-04,2023-01-04,BRANTENBERG,,1
Pleasure activism – The politics of feeling good,Adrienne Maree,18,E; E6,EN,46,2023-01-04,2023-01-11,BROWN,,1
The Sadeian woman and the ideology of pornography - An exercise in cultural history,Angela,18,,EN,47,2023-01-04,2023-01-04,CARTER,,1
The Passion of New Eve,Angela,24,,EN,48,2023-01-04,2023-01-04,CARTER,,1
The Bloody Chamber,Angela,24,,EN,49,2023-01-04,2023-01-04,CARTER,Recueil de nouvelles,1
Angela Carter’s book of fairy tales,Angela,39,,EN,50,2023-01-04,2023-01-04,CARTER,,1
The revolution starts at home - Confronting intimate violence within activist communities,Ching-in; Jai; Leah,15,,EN,51,2023-01-04,2023-01-04,CHEN; DULANI; LAKSHMI PIEZNA-SAMARASINHA,,1
Between the world and me,Ta-Nehsi,16,C,EN,52,2023-01-04,2023-04-06,COATES,,1
Come out ! -  Selections from the radical gay liberation newspaper,Gay Liberation Front,19,F,EN,53,2023-01-04,2023-01-13,COLLECTIF,,1
Kiss my genders,,11,Z,EN,54,2023-01-04,2023-01-11,COLLECTIF,,1
The Suffragettes,,21,,EN,55,2023-01-04,2023-01-04,COLLECTIF,,1
The lifted veil – Women’s 19th century stories,,24,J; V,EN,56,2023-01-04,2023-09-06,COLLECTIF,Panoramique,1
Workin class history – Everyday acts of resistance and rebellion,,38,D,EN,57,2023-01-04,2023-01-11,COLLECTIF,,1
Don’t touch my hair,Emma,20,A; A2; A2a; C,EN,58,2023-01-04,2023-01-23,DABIRI,,1
Tans;love - radical sex; love and relationships beyond the gender binary,Morty,18; 19; 33,E; E4; F,EN,59,2023-01-04,2023-01-11,DIAMOND,,1
Selected poems of Emily Dickinson,Emily,10,,EN,60,2023-01-04,2023-01-04,DICKINSON,,1
The ethical slut - A practical guide to polyamory; open relationships and other adventures,Dossie; Janet W.,33,,EN,61,2023-01-04,2023-01-04,EASTON; HARDY,,1
Struggles for Autonomy in Kurdistan - Corporate complicity in the repression of social movements in Rojava & Bakur,Eliza; Tom,25,,EN,62,2023-01-04,2023-01-04,EGRET; ANDERSON,,1
Girl; woman; other,Bernardine,20; 24,A; A2; J,EN,63,2023-01-04,2023-01-11,EVARISTO,,1
Trans teen survival guide,Owl; Fox,19,B,EN,64,2023-01-04,2023-01-11,FISHER,,1
Legendary Children - the First Decade of RuPaul’s Drag Race and the Last Century of Queer Life,Tom; Lorenzo,2,A; A1,EN,65,2023-01-04,2023-07-30,FITZGERALD; MARQUEZ,,1
Century of struggle - The woman’s rights movement in the United States,Eleanor; Ellen,21,,EN,66,2023-01-04,2023-01-04,FLEXNER; FITZPATRICK,,1
The women’s room,Marilyn,24,,EN,67,2023-01-04,2023-01-04,FRENCH,,1
Let them talk ! - What genitals have to say about gender,Yori,19,B,EN,68,2023-01-04,2023-01-11,GAGARIM,,1
Wild embers – Poems of rebellion; fire and beauty,Nikita,10,,EN,69,2023-01-04,2023-01-04,GILL,,1
Materializing Queer Desire,Elisa,19,A; A1; E; E4; F,EN,70,2023-01-04,2023-01-13,GLICK,,1
Happy fat - Taking up space in a world that wants to shrink you,Sofie,6,,EN,71,2023-01-04,2023-01-04,HAGEN,,1
Trans* - A quick and quirky account of gender variability,Jack,2,A; A1; B,EN,72,2023-01-04,2023-07-30,HALBERSTAM,,1
Canary girls & Stockpots,Edith,22,U; D,EN,73,2023-01-04,2023-07-19,HALL,,1
Millions like us - British women’s fiction of the Second World War,Jenny,21,,EN,74,2023-01-04,2023-01-04,HARTLEY,,1
Sexting panic – Rethinking criminalization; Privacy and Consent,Amy Adele,15,A; Z,EN,75,2023-01-04,2023-07-12,HASINOFF,technologie?,1
Black feminist thought – Knowledge; consciousness and the politics of empowerment,Patricia,20,A; A2; A2a,EN,76,2023-01-04,2023-01-23,HILL COLLINS,,1
Is Gender Fluid? - A primer fo the 21st century,Sally,2,A; A1,EN,77,2023-01-04,2023-07-30,HINES,,1
You and your gender identity – A guide to discovery,Dara,2,A; A1; B,EN,78,2023-01-04,2023-07-30,HOFFMAN-FOX,,1
Feminism; femininity and popular culture,Joanne,21,,EN,79,2023-01-04,2023-01-04,HOLLOWS,,1
Rock my soul – Black people and self-esteem,bell,16,C,EN,80,2023-01-04,2023-04-06,hooks,,1
All about love - New visions,bell,20,F; A,EN,81,2023-01-04,2023-02-08,hooks,,1
The will to change – men; masculinity and love,bell,37,A; A6,EN,82,2023-01-04,2023-01-11,hooks,,1
My Monticello,Jocelyn Nicole,24,J,EN,84,2023-01-04,2023-01-11,JOHNSON,,1
Lorna Simpson,Kellie; Thelma; Chrissie,11,Z,EN,85,2023-01-04,2023-01-11,JONES; GOLDEN; ILES,,1
Maya Angelou,Lisbeth; Leire,41,M,EN,86,2023-01-04,2023-01-04,KAISER; SALABERRIA,,1
Teeny weenies – and other short subjects,Matt,19,B,EN,87,2023-01-04,2023-01-11,KALLER,,1
milk and honey,Rupi,10,K,EN,88,2023-01-04,2023-01-11,KAUR,,2
home body,Rupi,10,K,EN,89,2023-01-04,2023-01-11,KAUR,,1
the sun and her flowers,Rupi,10,,EN,90,2023-01-04,2023-01-04,KAUR,,1
Super late bloomer - my early days in transition,Julia,42,L; B,EN,91,2023-01-04,2023-07-26,KAYE,A CONSULTER SUR PLACE,1
The afrofuturist coloring book – Vol.2 the dreamscape edition,Ford,16; 32,C,EN,92,2023-01-04,2023-01-11,KELLY,Coloriage,1
Sister species – women; animals; and social justice,Lisa,26,,EN,93,2023-01-04,2023-01-04,KEMMERER (ed.),,1
Hood feminism – Notes from the women white feminists forgot.,Mikki,20,A; A2,EN,94,2023-01-04,2023-01-23,KENDALL,,1
Growing older as a trans and ; or non-binary person – Support guide,Jennie,19,B; E; E7,EN,95,2023-01-04,2023-01-25,KERMODE,,1
It’s not about the burqa – Muslim women on faith; feminism; sexuality and race,Mariam,20,,EN,96,2023-01-04,2023-01-04,KHAN (ed.),,1
The black girl’s manifesto for change - Taking up space,Chelsea; Ore,16,C,EN,97,2023-01-04,2023-04-06,KWAKYE; OGUNBIYI,MANIFESTE,1
Conserve and control,Otter,24,,EN,98,2023-01-04,2023-01-04,LIEFFE,,1
Margins and murmurations,Otter,24,,EN,99,2023-01-04,2023-01-04,LIEFFE,,1
Dignity,Otter,24,,EN,100,2023-01-04,2023-01-04,LIEFFE,,1
Queer animals coloring Zine,Otter; Anja,19,Z,EN,101,2023-01-04,2023-01-11,LIEFFE; VAN GEERT,,1
My darling from the Lions,Rachel,10,,EN,102,2023-01-04,2023-01-04,LONG,,1
the mermaid’s voice returns in this one,Amanda,10,,EN,103,2023-01-04,2023-01-04,LOVELACE,,1
break your glass slippers,Amanda,10,,EN,104,2023-01-04,2023-01-04,LOVELACE,,1
Joyful Militancy – Building thriving Resistance in Toxic Times,Nick; carla,25,,EN,105,2023-01-04,2023-01-04,MONTGOMERY; BERGMAN,,1
Monster,Robin,10,,EN,106,2023-01-04,2023-01-04,MORGAN,,1
Mouth full of blood – Essays; speeches; meditations,Toni,16,C,EN,107,2023-01-04,2023-04-06,MORRISON,,1
The Bluest eye,Toni,24,,EN,108,2023-01-04,2023-01-04,MORRISON,,2
Beloved,Toni,24,J,EN,109,2023-01-04,2023-01-11,MORRISON,,2
Recitatif – a story,Toni,24,,EN,110,2023-01-04,2023-02-09,MORRISON,nous avons la traduction en français,1
We should all be feminists,Chimamanda,20,A,EN,111,2023-01-04,2023-01-23,NGOZI ADICHIE,,1
So you want to talk about race,Ijeoma,16,C,EN,112,2023-01-04,2023-04-06,OLUO,,1
